conflict_id,location,side_a,side_a_id,side_a_2nd,side_b,side_b_id,side_b_2nd,incompatibility,territory_name,year,intensity_level,cumulative_intensity,type_of_conflict,start_date,start_prec,start_date2,start_prec2,ep_end,ep_end_date,ep_end_prec,gwno_a,gwno_a_2nd,gwno_b,gwno_b_2nd,gwno_loc,region,version
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Morocco, Government of Uganda",FLNC,421,,2,,1977,1,1,4,03/01/1964,1,30/04/1977,3,0,,,490,"500, 600",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,FLNC,421,,2,,1978,1,1,3,03/01/1964,1,30/04/1977,3,1,15/06/1978,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,AFDL,422,Government of Rwanda,2,,1996,2,1,4,03/01/1964,1,19/10/1996,1,0,,,490,,,517,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,AFDL,422,"Government of Angola, Government of Rwanda, Government of Uganda",2,,1997,2,1,4,03/01/1964,1,19/10/1996,1,0,,,490,,,"500, 517, 540",490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","MLC, RCD","423, 424","Government of Rwanda, Government of Uganda",2,,1998,2,1,4,03/01/1964,1,19/10/1996,1,0,,,490,"483, 540, 552, 565",,"500, 517",490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Chad, Government of Namibia, Government of Zimbabwe (Rhodesia)","MLC, RCD","423, 424","Government of Rwanda, Government of Uganda",2,,1999,2,1,4,03/01/1964,1,19/10/1996,1,0,,,490,"483, 540, 552, 565",,"500, 517",490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)","MLC, RCD","423, 424","Government of Rwanda, Government of Uganda",2,,2000,2,1,4,03/01/1964,1,19/10/1996,1,0,,,490,"540, 552, 565",,"500, 517",490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Namibia, Government of Zimbabwe (Rhodesia)",RCD,424,Government of Rwanda,2,,2001,1,1,4,03/01/1964,1,19/10/1996,1,1,29/09/2001,,490,"540, 552, 565",,517,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,RNL,7098,,2,,2005,1,1,3,03/01/1964,1,01/11/2005,2,0,,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNDP,426,,2,,2006,1,1,3,03/01/1964,1,01/11/2005,2,0,,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNDP,426,,2,,2007,1,1,3,03/01/1964,1,01/11/2005,2,0,,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNDP,426,,2,,2008,1,1,3,03/01/1964,1,01/11/2005,2,1,29/10/2008,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,CNPSC,3043,,2,,2011,1,1,3,03/01/1964,1,31/08/2011,3,0,,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,"CNPSC, M23, UPCP","1160, 3043, 3518"," Government of Rwanda, Government of Uganda",2,,2012,1,1,4,03/01/1964,1,31/08/2011,3,0,,,490,,,"500, 517",490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89," Government of Malawi, Government of South Africa, Government of Tanzania","APCLS, Forces of Paul Joseph Mukungubila, M23","1160, 1200, 4286", Government of Rwanda,2,,2013,2,1,4,03/01/1964,1,31/08/2011,3,0,,,490,"510, 553, 560",,517,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania","APCLS, CNPSC","1200, 3043",,2,,2014,1,1,4,03/01/1964,1,31/08/2011,3,1,30/04/2014,,490,"510, 553, 560",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,,"Kamuina Nsapu, RNL","6590, 7098",,2,,2016,1,1,3,03/01/1964,1,08/08/2016,1,0,,,490,,,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89," Government of Malawi, Government of South Africa, Government of Tanzania","CNPSC, Kamuina Nsapu, M23, MNR","1160, 3043, 6590, 6740",,2,,2017,2,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"510, 553, 560",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89," Government of Malawi, Government of South Africa, Government of Tanzania","CMC, CNPSC, Kamuina Nsapu, UPLC","3043, 6590, 6894, 6920",,2,,2018,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"510, 553, 560",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania","CMC, CNPSC, UPLC","3043, 6894, 6920",,2,,2019,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"510, 553, 560",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Malawi, Government of South Africa, Government of Tanzania","APCLS, CMC, CNPSC","1200, 3043, 6920",,2,,2020,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"510, 553, 560",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Kenya, Government of Nepal, Government of South Africa, Government of Tanzania","APCLS, CMC, CNPSC, M23, RNL","1160, 1200, 3043, 6920, 7098",,2,,2021,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"501, 510, 560, 790",,,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Bangladesh, Government of Burundi, Government of Indonesia, Government of Kenya, Government of Malawi, Government of Nepal, Government of South Africa, Government of South Sudan, Government of Tanzania, Government of Uganda, Government of Ukraine","CNPSC, FABB, M23, Mayi Mayi Kyandenga, RNL","1160, 3043, 6896, 7098, 7107", Government of Rwanda,2,,2022,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"369, 500, 501, 510, 516, 553, 560, 626, 771, 790, 850",,517,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Angola, Government of Bangladesh, Government of Burundi, Government of Indonesia, Government of Kenya, Government of Nepal, Government of South Africa, Government of South Sudan, Government of Tanzania, Government of Uganda",M23,1160,Government of Rwanda,2,,2023,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"500, 501, 510, 516, 540, 560, 626, 771, 790, 850",,517,490,4,25.1
283,DR Congo (Zaire),Government of DR Congo (Zaire),89,"Government of Burundi, Government of Malawi, Government of South Africa, Government of Tanzania",AFC,8885,Government of Rwanda,2,,2024,1,1,4,03/01/1964,1,08/08/2016,1,0,,,490,"510, 516, 553, 560",,517,490,4,25.1
284,Gabon,Government of Gabon,85,,Military faction (forces loyal to Léon M'Ba),427,Government of France,2,,1964,1,0,4,18/02/1964,1,18/02/1964,1,1,19/02/1964,,481,,,220,481,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1964,1,0,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1965,1,0,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1966,1,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1967,1,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1968,1,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1969,1,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1970,1,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1971,1,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1972,2,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1973,2,1,1,19/11/1964,1,19/11/1964,1,0,,,235,,,,541,4,25.1
285,Mozambique,Government of Portugal,36,,Frelimo,428,,1,Mozambique,1974,1,1,1,19/11/1964,1,19/11/1964,1,1,07/09/1974,,235,,,,541,4,25.1
286,South Yemen,Government of United Kingdom,28,,FLOSY,265,,1,Aden/South Yemen,1964,1,0,1,25/11/1964,1,25/11/1964,1,0,,,200,,,,680,2,25.1
286,South Yemen,Government of United Kingdom,28,,FLOSY,265,,1,Aden/South Yemen,1965,1,0,1,25/11/1964,1,25/11/1964,1,0,,,200,,,,680,2,25.1
286,South Yemen,Government of United Kingdom,28,,FLOSY,265,,1,Aden/South Yemen,1966,1,0,1,25/11/1964,1,25/11/1964,1,0,,,200,,,,680,2,25.1
286,South Yemen,Government of United Kingdom,28,,FLOSY,265,,1,Aden/South Yemen,1967,1,0,1,25/11/1964,1,25/11/1964,1,1,29/11/1967,,200,,,,680,2,25.1
287,Burundi,Government of Burundi,93,,Military faction (forces loyal to Gervais Nyangoma),429,,2,,1965,1,0,3,18/10/1965,1,19/10/1965,2,1,19/10/1965,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,Palipehutu,430,,2,,1991,1,0,3,18/10/1965,1,27/11/1991,2,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,Palipehutu,430,,2,,1992,1,0,3,18/10/1965,1,27/11/1991,2,1,14/04/1992,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,CNDD,431,,2,,1994,1,0,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD, Palipehutu-FNL","431, 432",,2,,1995,1,0,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD, Palipehutu-FNL","431, 432",,2,,1996,1,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD, Frolina, Palipehutu-FNL","431, 432, 433",,2,,1997,2,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD, CNDD-FDD , Palipehutu-FNL","431, 432, 434",,2,,1998,1,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,1999,1,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2000,2,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2001,2,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2002,2,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"CNDD-FDD , Palipehutu-FNL","432, 434",,2,,2003,1,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2004,1,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2005,1,1,3,18/10/1965,1,18/10/1994,3,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2006,1,1,3,18/10/1965,1,18/10/1994,3,1,26/09/2006,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,Palipehutu-FNL,432,,2,,2008,1,1,3,18/10/1965,1,01/03/2008,2,1,23/11/2008,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,RED-TABARA ,6513,,2,,2014,1,1,3,18/10/1965,1,30/12/2014,1,0,,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,,"FPB, Military faction (forces of Godefroid Niyombare), RED-TABARA ","6187, 6297, 6513",,2,,2015,1,1,3,18/10/1965,1,30/12/2014,1,1,11/12/2015,,516,,,,516,4,25.1
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA ,6513,,2,,2019,1,1,4,18/10/1965,1,20/01/2019,1,0,,,516,490,,,516,4,25.1
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),"FNL-Ubugabo-Burihabwa, RED-TABARA ","3553, 6513",,2,,2020,1,1,4,18/10/1965,1,20/01/2019,1,0,,,516,490,,,516,4,25.1
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA ,6513,,2,,2021,1,1,4,18/10/1965,1,20/01/2019,1,0,,,516,490,,,516,4,25.1
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),"FNL-Ubugabo-Burihabwa, RED-TABARA ","3553, 6513",,2,,2022,1,1,4,18/10/1965,1,20/01/2019,1,0,,,516,490,,,516,4,25.1
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA ,6513,,2,,2023,1,1,4,18/10/1965,1,20/01/2019,1,0,,,516,490,,,516,4,25.1
287,Burundi,Government of Burundi,93,Government of DR Congo (Zaire),RED-TABARA ,6513,,2,,2024,1,1,4,18/10/1965,1,20/01/2019,1,0,,,516,490,,,516,4,25.1
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1966,1,0,3,31/07/1966,4,31/07/1966,4,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1967,1,0,3,31/07/1966,4,31/07/1966,4,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,Frolinat,435,,2,,1968,1,0,3,31/07/1966,4,31/07/1966,4,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,Government of France,Frolinat,435,,2,,1969,1,1,4,31/07/1966,4,31/07/1966,4,0,,,483,220,,,483,4,25.1
288,Chad,Government of Chad,87,Government of France,Frolinat,435,,2,,1970,1,1,4,31/07/1966,4,31/07/1966,4,0,,,483,220,,,483,4,25.1
288,Chad,Government of Chad,87,Government of France,"First Liberation Army, Second Liberation Army","436, 437",,2,,1971,1,1,4,31/07/1966,4,31/07/1966,4,0,,,483,220,,,483,4,25.1
288,Chad,Government of Chad,87,Government of France,First Liberation Army,436,,2,,1972,1,1,4,31/07/1966,4,31/07/1966,4,1,24/11/1972,,483,220,,,483,4,25.1
288,Chad,Government of Chad,87,,FAN,438,,2,,1976,1,1,3,31/07/1966,4,18/02/1976,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"FAN, FAP","438, 439",,2,,1977,1,1,3,31/07/1966,4,18/02/1976,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,Government of France,FAP,439,,2,,1978,2,1,4,31/07/1966,4,18/02/1976,1,0,,,483,220,,,483,4,25.1
288,Chad,Government of Chad,87,,"FAN, FAP","438, 439",,2,,1979,2,1,3,31/07/1966,4,18/02/1976,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,Government of Libya,FAN,438,,2,,1980,2,1,4,31/07/1966,4,18/02/1976,1,0,,,483,620,,,483,4,25.1
288,Chad,Government of Chad,87,Government of Libya,FAN,438,,2,,1981,1,1,4,31/07/1966,4,18/02/1976,1,0,,,483,620,,,483,4,25.1
288,Chad,Government of Chad,87,,"FAN, FAT","438, 440",,2,,1982,1,1,3,31/07/1966,4,18/02/1976,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1983,1,1,4,31/07/1966,4,18/02/1976,1,0,,,483,220,,620,483,4,25.1
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1984,1,1,4,31/07/1966,4,18/02/1976,1,1,31/12/1984,,483,220,,620,483,4,25.1
288,Chad,Government of Chad,87,Government of France,GUNT,441,Government of Libya,2,,1986,1,1,4,31/07/1966,4,31/12/1986,5,0,,,483,220,,620,483,4,25.1
288,Chad,Government of Chad,87,"Government of DR Congo (Zaire), Government of France",CDR,455,Government of Libya,2,,1987,2,1,4,31/07/1966,4,31/12/1986,5,1,01/11/1987,,483,"220, 490",,620,483,4,25.1
288,Chad,Government of Chad,87,,"Islamic Legion, MOSANAT, Revolutionary Forces of 1 April ","442, 443, 444",,2,,1989,1,1,3,31/07/1966,4,03/03/1989,2,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"Islamic Legion, MPS","442, 445",,2,,1990,2,1,3,31/07/1966,4,03/03/1989,2,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"MDD, Military faction (forces of Maldoum Bada Abbas)","446, 449",,2,,1991,1,1,3,31/07/1966,4,03/03/1989,2,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"CNR, CSNPD, FNT, MDD","446, 447, 448, 450",,2,,1992,1,1,3,31/07/1966,4,03/03/1989,2,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"CNR, CSNPD, FNT, MDD","446, 447, 448, 450",,2,,1993,1,1,3,31/07/1966,4,03/03/1989,2,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"CNR, CSNPD, FNT","447, 448, 450",,2,,1994,1,1,3,31/07/1966,4,03/03/1989,2,1,31/12/1994,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"FARF, MDD","446, 451",,2,,1997,1,1,3,31/07/1966,4,30/10/1997,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,FARF,451,,2,,1998,1,1,3,31/07/1966,4,30/10/1997,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,1999,1,1,3,31/07/1966,4,30/10/1997,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2000,2,1,3,31/07/1966,4,30/10/1997,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2001,1,1,3,31/07/1966,4,30/10/1997,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2002,1,1,3,31/07/1966,4,30/10/1997,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,MDJT,452,,2,,2003,1,1,3,31/07/1966,4,30/10/1997,1,1,14/12/2003,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,FUCD,453,,2,,2005,1,1,3,31/07/1966,4,18/12/2005,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,"FUCD, RAFD, UFDD","453, 454, 456",,2,,2006,2,1,3,31/07/1966,4,18/12/2005,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,UFDD,456,,2,,2007,1,1,3,31/07/1966,4,18/12/2005,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,AN ,716,,2,,2008,1,1,3,31/07/1966,4,18/12/2005,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,UFR,1069,,2,,2009,1,1,3,31/07/1966,4,18/12/2005,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,FPRN,1112,,2,,2010,1,1,3,31/07/1966,4,18/12/2005,1,1,28/04/2010,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2018,1,1,3,31/07/1966,4,11/08/2018,1,1,13/09/2018,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2020,1,1,3,31/07/1966,4,19/02/2020,1,0,,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,FACT,7255,,2,,2021,1,1,3,31/07/1966,4,19/02/2020,1,1,30/04/2021,,483,,,,483,4,25.1
288,Chad,Government of Chad,87,,CCMSR,7151,,2,,2023,1,1,3,31/07/1966,4,09/08/2023,1,1,09/09/2023,,483,,,,483,4,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1964,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1965,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1966,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1967,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1968,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,ELN,744,,2,,1969,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,ELN,744,,2,,1970,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1971,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1972,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,ELN,744,,2,,1973,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1974,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1975,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1976,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1977,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"FARC, M-19","743, 745",,2,,1978,1,0,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"FARC, M-19","743, 745",,2,,1979,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,1980,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"FARC, M-19","743, 745",,2,,1981,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"FARC, M-19","743, 745",,2,,1982,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"FARC, M-19","743, 745",,2,,1983,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL, FARC, M-19","743, 744, 745, 746",,2,,1984,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC, M-19","743, 744, 745",,2,,1985,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC, M-19","743, 744, 745",,2,,1986,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL, FARC","743, 744, 746",,2,,1987,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL, FARC, M-19","743, 744, 745, 746",,2,,1988,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL, FARC","743, 744, 746",,2,,1989,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL, FARC","743, 744, 746",,2,,1990,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1991,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1992,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1993,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1994,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1995,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1996,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1997,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1998,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,1999,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","7074, 743, 744",,2,,2000,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2001,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","7074, 743, 744",,2,,2002,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2003,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, EPL - Megateo, FARC","7074, 743, 744",,2,,2004,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2005,2,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2006,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,FARC,743,,2,,2007,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
289,Colombia,Government of Colombia,17,,"ELN, FARC","743, 744",,2,,2008,1,1,3,31/12/1964,5,31/12/1964,5,0,,,100,,,,100,5,25.1
